hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,booking_changes,customer_type,adr,arrival_date_year,arrival_date_month,arrival_date_day_of_month,is_canceled,total_stay,total_guests,is_family,lead_time_group,arrival_date,arrival_year,arrival_month,arrival_day
1,261,1,6,1,1,0,3,0,0,0,2,2,2,235.16,2024,September,17,0,7,2,1,Long,2022-09-30,2022,9,30
1,109,1,9,1,1,1,0,0,0,1,0,2,2,145.83,2023,June,4,0,10,3,1,Long,2023-01-17,2023,1,17
0,262,0,5,2,0,1,0,0,0,0,3,0,0,145.64,2022,April,1,1,5,3,1,Long,2024-02-06,2024,2,6
0,352,1,7,2,2,0,1,1,1,1,1,1,2,329.01,2024,December,22,1,8,4,1,Long,2024-09-04,2024,9,4
0,12,1,5,3,0,1,1,1,1,1,2,1,0,268.76,2024,September,12,1,6,4,1,Short,2023-03-15,2023,3,15
1,62,0,3,1,2,1,2,2,1,0,0,1,1,385.62,2022,November,7,1,3,4,1,Medium,2023-08-07,2023,8,7
0,23,1,9,3,0,1,1,0,0,0,4,2,1,173.49,2023,September,27,0,10,4,1,Short,2024-06-09,2024,6,9
0,349,1,5,2,0,0,0,0,1,1,4,1,0,436.0,2023,December,6,0,6,2,1,Long,2024-11-17,2024,11,17
0,352,1,1,1,2,0,2,1,0,1,0,1,2,442.68,2024,February,29,0,2,3,1,Long,2023-09-06,2023,9,6
0,339,1,3,2,2,1,0,0,1,1,4,0,0,303.93,2023,December,12,0,4,5,1,Long,2024-12-15,2024,12,15
0,18,0,3,2,1,1,1,0,1,1,1,0,0,327.39,2023,December,11,0,3,4,1,Short,2022-11-30,2022,11,30
1,338,2,1,1,1,0,2,2,0,1,0,1,2,157.37,2023,October,14,0,3,2,1,Long,2022-05-23,2022,5,23
0,229,2,8,2,0,0,1,2,0,0,0,2,2,405.38,2022,March,4,0,10,2,1,Long,2022-04-26,2022,4,26
0,87,2,6,1,2,1,3,1,1,1,0,1,1,127.9,2023,July,6,1,8,4,1,Medium,2023-06-25,2023,6,25
0,68,1,5,1,0,1,0,0,1,0,2,1,0,387.44,2024,April,15,1,6,2,1,Medium,2023-01-25,2023,1,25
1,149,1,7,2,2,1,3,0,0,0,3,1,0,67.41,2024,November,28,0,8,5,1,Long,2024-12-19,2024,12,19
0,315,0,6,3,0,0,1,2,1,1,0,1,2,243.83,2024,May,27,1,6,3,1,Long,2023-01-09,2023,1,9
1,277,2,3,2,2,1,0,0,1,1,2,0,1,217.88,2023,January,8,0,5,5,1,Long,2024-03-21,2024,3,21
1,91,0,4,1,0,0,0,1,1,1,3,1,2,124.97,2023,August,12,0,4,1,0,Long,2022-12-12,2022,12,12
0,144,0,4,2,2,0,3,0,0,1,4,0,0,458.13,2023,July,10,1,4,4,1,Long,2023-06-03,2023,6,3
0,350,2,1,3,0,1,1,0,0,0,4,0,2,287.24,2023,February,13,1,3,4,1,Long,2022-12-07,2022,12,7
0,174,1,9,1,1,0,2,1,1,1,1,1,0,144.71,2024,December,26,1,10,2,1,Long,2023-12-03,2023,12,3
1,144,2,6,3,0,1,1,0,0,1,4,0,0,53.37,2024,April,23,1,8,4,1,Long,2024-08-27,2024,8,27
1,190,2,3,3,1,1,1,2,1,0,4,2,1,76.05,2022,December,24,1,5,5,1,Long,2023-07-24,2023,7,24
1,134,0,8,2,1,1,2,2,0,0,0,0,2,497.29,2023,May,13,0,8,4,1,Long,2022-06-11,2022,6,11
1,28,1,1,2,0,0,0,1,1,1,3,0,2,284.74,2023,October,17,0,2,2,1,Short,2024-09-20,2024,9,20
1,236,2,2,3,0,1,1,0,1,0,1,2,0,306.37,2022,February,26,1,4,4,1,Long,2023-11-26,2023,11,26
1,199,1,1,2,1,1,0,2,0,0,0,0,0,440.51,2024,January,12,1,2,4,1,Long,2024-06-03,2024,6,3
0,259,0,5,1,0,1,0,2,0,1,1,2,2,74.5,2024,March,28,1,5,2,1,Long,2024-02-24,2024,2,24
0,359,1,9,2,0,0,1,1,0,0,4,1,2,270.97,2023,July,25,0,10,2,1,Long,2024-12-19,2024,12,19
1,117,1,3,2,1,1,3,0,0,1,2,0,2,288.06,2023,December,23,0,4,4,1,Long,2023-12-24,2023,12,24
0,271,2,9,3,0,1,3,0,1,0,1,2,2,67.22,2024,September,8,0,11,4,1,Long,2022-10-21,2022,10,21
0,79,0,7,1,1,1,1,1,0,1,2,1,1,288.12,2022,December,11,0,7,3,1,Medium,2022-10-21,2022,10,21
1,341,0,2,3,1,1,1,2,0,1,3,2,0,498.81,2023,March,9,0,2,5,1,Long,2024-05-01,2024,5,1
1,74,1,7,3,1,1,2,2,1,0,4,0,1,487.41,2024,December,30,0,8,5,1,Medium,2023-05-13,2023,5,13
0,186,1,2,1,0,0,1,0,0,1,0,0,2,488.22,2022,May,10,0,3,1,0,Long,2023-04-21,2023,4,21
1,40,1,4,2,0,1,2,0,1,0,4,2,2,226.11,2022,August,29,0,5,3,1,Medium,2023-10-04,2023,10,4
1,245,2,3,3,0,0,2,0,1,0,4,0,1,213.97,2022,September,21,1,5,3,1,Long,2022-12-15,2022,12,15
0,315,2,1,1,1,1,2,2,1,0,3,2,2,283.52,2024,October,21,0,3,3,1,Long,2022-04-17,2022,4,17
1,57,2,8,1,0,1,2,2,1,0,0,0,2,318.65,2023,April,24,1,10,2,1,Medium,2024-04-01,2024,4,1
0,229,2,7,3,0,0,3,0,1,1,1,0,0,490.79,2023,June,11,0,9,3,1,Long,2024-11-21,2024,11,21
0,111,2,6,2,1,0,3,1,0,1,0,2,0,319.13,2023,April,22,0,8,3,1,Long,2022-10-15,2022,10,15
0,203,0,5,2,2,0,2,2,0,0,1,1,2,260.78,2022,March,11,0,5,4,1,Long,2023-02-05,2023,2,5
0,39,2,8,2,0,1,3,1,0,1,0,2,0,110.92,2023,June,4,1,10,3,1,Medium,2023-10-08,2023,10,8
0,57,0,5,3,1,0,0,2,1,0,1,0,2,460.07,2024,January,1,1,5,4,1,Medium,2022-07-19,2022,7,19
1,188,1,1,1,0,0,2,2,1,1,0,0,0,120.11,2023,January,14,0,2,1,0,Long,2023-02-26,2023,2,26
1,172,0,9,2,1,0,3,1,0,0,4,0,1,439.06,2022,October,4,1,9,3,1,Long,2024-05-22,2024,5,22
1,76,2,6,3,2,0,0,0,0,0,1,1,2,419.04,2023,July,1,1,8,5,1,Medium,2022-01-14,2022,1,14
1,47,1,2,2,0,1,0,0,0,1,3,2,0,415.55,2022,April,4,0,3,3,1,Medium,2023-06-28,2023,6,28
0,89,2,1,3,1,1,2,1,1,0,2,2,0,480.43,2024,December,10,0,3,5,1,Medium,2024-06-23,2024,6,23
0,10,2,1,1,1,0,2,2,0,1,2,0,2,352.41,2023,November,8,0,3,2,1,Short,2022-06-22,2022,6,22
1,55,1,3,1,1,1,0,2,0,0,1,1,2,446.2,2023,September,16,0,4,3,1,Medium,2022-07-10,2022,7,10
0,278,2,5,1,2,1,1,1,1,1,3,1,0,409.92,2023,March,22,0,7,4,1,Long,2024-12-15,2024,12,15
1,32,2,6,1,2,0,2,0,0,0,0,1,2,93.09,2023,April,5,1,8,3,1,Medium,2023-12-14,2023,12,14
1,179,2,2,2,2,0,3,0,0,1,2,0,0,135.46,2024,December,2,0,4,4,1,Long,2022-04-10,2022,4,10
1,115,0,8,3,1,0,1,0,0,0,1,1,1,449.12,2024,July,5,0,8,4,1,Long,2023-02-05,2023,2,5
0,27,0,3,1,1,1,2,2,0,0,0,0,2,119.94,2023,April,22,0,3,3,1,Short,2024-12-01,2024,12,1
0,114,0,3,2,2,1,3,2,0,0,3,2,2,212.38,2024,February,4,0,3,5,1,Long,2023-01-21,2023,1,21
0,219,2,7,3,1,0,1,2,1,1,1,0,2,391.16,2023,November,18,0,9,4,1,Long,2024-05-30,2024,5,30
0,225,0,3,1,0,0,2,2,0,0,1,1,1,209.33,2022,August,20,1,3,1,0,Long,2022-12-29,2022,12,29
1,242,2,6,2,0,1,2,1,1,1,1,0,2,226.61,2024,June,16,0,8,3,1,Long,2024-10-08,2024,10,8
0,178,2,9,2,1,1,0,2,1,1,2,0,2,281.65,2022,December,27,0,11,4,1,Long,2023-06-04,2023,6,4
0,307,2,1,3,2,0,2,2,1,1,0,0,2,98.37,2022,February,18,0,3,5,1,Long,2022-06-06,2022,6,6
0,199,0,1,3,0,0,1,2,0,1,3,2,1,327.1,2022,June,6,0,1,3,1,Long,2023-05-31,2023,5,31
1,264,2,4,2,0,1,0,0,1,0,1,1,2,497.36,2023,April,19,0,6,3,1,Long,2022-10-17,2022,10,17
1,273,2,2,3,0,1,0,0,1,1,2,1,2,308.82,2024,June,10,0,4,4,1,Long,2023-05-10,2023,5,10
0,193,1,6,1,0,0,3,1,1,1,1,0,1,71.81,2022,May,5,0,7,1,0,Long,2023-10-11,2023,10,11
0,81,2,5,3,2,0,1,0,0,1,0,0,1,225.64,2023,March,21,0,7,5,1,Medium,2023-10-22,2023,10,22
0,167,2,2,1,0,0,0,0,1,0,0,0,0,447.94,2024,May,4,0,4,1,0,Long,2022-05-22,2022,5,22
0,65,2,9,1,0,0,0,0,1,0,2,1,1,447.82,2022,February,2,0,11,1,0,Medium,2023-07-11,2023,7,11
1,21,0,6,3,2,0,3,2,1,0,2,1,2,126.68,2023,April,24,0,6,5,1,Short,2022-03-17,2022,3,17
0,335,0,3,2,2,1,0,1,1,1,2,0,1,338.3,2023,April,29,1,3,5,1,Long,2023-05-24,2023,5,24
0,100,2,9,3,1,0,0,2,0,1,0,1,2,282.05,2024,April,3,1,11,4,1,Long,2022-07-19,2022,7,19
0,351,2,2,2,1,1,0,2,1,0,0,1,0,403.0,2024,January,3,0,4,4,1,Long,2024-02-15,2024,2,15
1,329,0,9,3,1,1,1,2,0,1,3,0,2,413.31,2024,May,6,0,9,5,1,Long,2022-01-23,2022,1,23
1,360,1,1,1,1,0,1,1,0,1,2,2,1,119.01,2023,January,28,0,2,2,1,Long,2023-01-15,2023,1,15
0,175,0,8,1,0,0,1,0,1,0,3,0,0,472.0,2023,March,6,0,8,1,0,Long,2022-10-28,2022,10,28
0,271,0,9,3,2,1,2,1,0,0,1,2,0,143.99,2022,December,17,0,9,6,1,Long,2022-06-04,2022,6,4
0,48,1,6,2,2,1,3,0,1,1,4,2,1,165.38,2024,December,10,0,7,5,1,Medium,2024-03-06,2024,3,6
0,353,1,8,2,2,0,0,2,1,1,2,2,0,139.39,2024,March,11,1,9,4,1,Long,2022-12-08,2022,12,8
0,100,0,9,2,1,1,2,0,0,0,4,2,0,273.87,2023,November,26,0,9,4,1,Long,2024-10-25,2024,10,25
1,62,0,4,1,1,0,1,1,0,0,1,2,1,179.69,2022,May,6,0,4,2,1,Medium,2023-03-27,2023,3,27
1,311,1,1,2,1,1,1,0,1,0,0,0,2,488.96,2024,February,18,0,2,4,1,Long,2023-05-19,2023,5,19
1,353,2,3,1,0,0,2,0,0,0,1,0,1,176.88,2022,September,16,0,5,1,0,Long,2022-01-11,2022,1,11
0,363,0,5,3,2,1,0,1,1,1,4,0,0,68.92,2022,May,12,0,5,6,1,Long,2024-09-28,2024,9,28
1,332,1,5,3,1,1,3,1,1,0,2,0,0,174.67,2023,July,1,0,6,5,1,Long,2024-08-24,2024,8,24
1,36,0,1,2,1,0,2,1,1,0,3,0,1,411.3,2022,May,1,0,1,3,1,Medium,2024-12-26,2024,12,26
1,206,0,8,1,0,1,1,0,0,1,4,0,2,94.91,2022,March,25,1,8,2,1,Long,2022-08-02,2022,8,2
0,221,0,6,1,0,0,3,1,1,0,1,1,2,315.8,2024,October,4,1,6,1,0,Long,2023-07-27,2023,7,27
0,222,2,6,3,2,1,1,2,1,0,1,2,1,311.93,2022,April,3,1,8,6,1,Long,2023-05-18,2023,5,18
1,348,2,1,1,0,0,2,1,0,0,0,2,0,197.44,2024,June,20,0,3,1,0,Long,2022-11-04,2022,11,4
0,353,2,2,3,1,1,2,2,0,0,3,0,1,113.08,2022,March,22,0,4,5,1,Long,2022-04-08,2022,4,8
1,31,2,5,3,0,0,0,2,1,1,3,1,1,177.26,2022,November,21,0,7,3,1,Medium,2022-07-17,2022,7,17
1,363,2,2,2,1,1,1,1,1,1,1,2,2,95.06,2023,September,9,0,4,4,1,Long,2022-08-16,2022,8,16
1,150,0,8,3,2,0,3,0,0,1,1,2,2,336.96,2022,November,18,1,8,5,1,Long,2022-03-27,2022,3,27
1,73,2,7,1,1,1,0,1,0,0,1,2,0,456.28,2024,January,15,0,9,3,1,Medium,2022-09-08,2022,9,8
0,71,1,5,3,1,1,3,1,1,0,3,2,1,432.03,2023,February,23,1,6,5,1,Medium,2023-03-20,2023,3,20
0,276,2,4,2,1,1,1,1,1,0,4,1,1,346.56,2023,January,22,1,6,4,1,Long,2022-09-27,2022,9,27
0,202,2,8,1,0,0,2,0,1,0,2,0,0,283.43,2024,August,2,0,10,1,0,Long,2024-03-16,2024,3,16
0,102,0,1,3,1,1,2,1,0,0,0,0,2,296.96,2022,July,19,0,1,5,1,Long,2023-11-13,2023,11,13
1,174,0,3,2,1,0,0,2,1,1,3,2,2,344.51,2023,November,17,1,3,3,1,Long,2022-06-12,2022,6,12
0,210,2,1,3,2,0,3,1,0,0,0,2,2,158.44,2022,September,28,1,3,5,1,Long,2022-05-28,2022,5,28
1,252,2,3,3,2,1,0,0,1,0,2,0,1,190.19,2023,September,12,1,5,6,1,Long,2024-04-21,2024,4,21
0,353,1,7,3,1,1,2,1,0,1,1,2,0,266.16,2022,November,14,1,8,5,1,Long,2024-12-01,2024,12,1
0,317,0,6,1,2,1,1,2,1,1,3,2,1,408.8,2024,August,22,0,6,4,1,Long,2024-07-31,2024,7,31
0,293,2,3,1,2,0,0,2,1,1,3,1,0,211.49,2023,July,1,0,5,3,1,Long,2022-05-21,2022,5,21
1,353,0,2,1,0,1,3,2,0,1,0,0,0,212.82,2024,July,6,1,2,2,1,Long,2023-10-04,2023,10,4
1,153,2,9,3,2,1,3,0,0,0,0,1,1,52.82,2022,April,19,0,11,6,1,Long,2022-03-19,2022,3,19
1,295,1,6,1,0,0,1,1,0,1,4,0,2,235.79,2022,November,23,0,7,1,0,Long,2023-08-27,2023,8,27
1,143,1,8,3,2,0,3,2,1,0,1,1,2,93.17,2024,December,1,0,9,5,1,Long,2023-06-20,2023,6,20
0,18,0,5,2,1,1,0,2,1,0,4,2,1,101.76,2022,February,16,1,5,4,1,Short,2022-07-24,2022,7,24
1,28,1,4,3,2,1,1,0,0,0,3,0,1,462.59,2022,March,2,0,5,6,1,Short,2022-06-05,2022,6,5
1,364,2,2,3,2,1,1,2,1,0,1,1,2,161.68,2022,March,4,0,4,6,1,Long,2023-06-23,2023,6,23
0,188,0,7,3,1,1,3,1,1,1,0,0,0,275.64,2024,October,10,0,7,5,1,Long,2023-04-27,2023,4,27
0,163,1,8,2,0,0,1,1,0,0,1,1,0,397.4,2024,June,3,0,9,2,1,Long,2024-02-16,2024,2,16
1,340,1,9,3,0,1,3,2,0,1,0,0,0,74.55,2023,August,8,0,10,4,1,Long,2024-08-20,2024,8,20
0,265,2,5,3,2,0,2,2,0,1,0,1,1,301.81,2022,March,12,1,7,5,1,Long,2024-05-13,2024,5,13
1,174,2,9,2,1,0,0,2,0,0,4,0,2,55.6,2022,July,2,0,11,3,1,Long,2022-03-06,2022,3,6
0,171,1,6,1,1,0,0,1,1,0,2,0,2,432.33,2023,June,4,0,7,2,1,Long,2023-04-06,2023,4,6
1,115,0,4,1,0,1,2,0,1,0,0,2,0,93.16,2024,August,4,0,4,2,1,Long,2022-04-21,2022,4,21
1,363,2,8,3,1,1,1,2,1,1,0,2,2,485.66,2022,February,15,0,10,5,1,Long,2023-02-13,2023,2,13
1,250,0,4,3,1,1,2,2,0,0,1,0,1,167.81,2023,June,29,0,4,5,1,Long,2023-01-09,2023,1,9
1,6,0,5,2,0,0,1,2,0,1,4,0,0,469.14,2023,March,14,1,5,2,1,Last-Minute,2023-05-03,2023,5,3
1,196,1,7,1,0,1,3,1,0,0,3,1,0,422.56,2023,July,19,1,8,2,1,Long,2022-11-08,2022,11,8
0,274,2,5,1,0,1,1,1,0,0,3,0,0,405.91,2023,April,21,0,7,2,1,Long,2024-11-17,2024,11,17
1,32,2,2,2,0,0,3,1,1,1,3,0,2,441.61,2024,February,28,0,4,2,1,Medium,2024-10-30,2024,10,30
1,151,0,5,2,1,0,2,2,1,1,4,0,2,476.22,2022,May,13,0,5,3,1,Long,2024-11-05,2024,11,5
1,22,1,1,3,2,1,1,2,0,0,2,1,2,276.73,2022,March,26,0,2,6,1,Short,2024-07-07,2024,7,7
1,254,1,7,3,2,0,2,1,0,0,1,1,1,82.79,2022,March,29,0,8,5,1,Long,2023-09-30,2023,9,30
1,85,2,5,2,2,0,2,0,0,1,2,2,1,67.01,2022,November,4,0,7,4,1,Medium,2024-10-24,2024,10,24
0,355,1,7,2,0,0,3,1,0,1,4,2,1,176.64,2024,April,26,0,8,2,1,Long,2023-05-01,2023,5,1
0,180,0,1,1,2,1,0,1,1,0,3,1,1,377.33,2024,April,13,1,1,4,1,Long,2023-04-07,2023,4,7
1,148,0,2,1,0,0,3,0,1,0,4,0,0,160.58,2022,March,20,0,2,1,0,Long,2024-09-14,2024,9,14
0,337,1,1,1,1,1,0,2,1,0,2,2,0,490.44,2024,November,8,0,2,3,1,Long,2023-06-26,2023,6,26
1,101,2,5,1,1,0,0,1,1,0,4,2,2,239.18,2022,May,27,1,7,2,1,Long,2023-03-12,2023,3,12
0,90,1,1,2,1,1,3,1,0,1,0,0,0,92.97,2024,October,2,1,2,4,1,Medium,2024-09-15,2024,9,15
0,36,1,8,2,2,0,2,1,1,1,0,1,2,380.25,2023,November,15,0,9,4,1,Medium,2022-06-06,2022,6,6
1,48,0,2,3,2,1,3,0,0,0,0,2,1,51.26,2024,July,27,0,2,6,1,Medium,2023-06-24,2023,6,24
0,38,2,1,1,0,1,0,2,0,0,1,1,2,220.05,2022,January,13,0,3,2,1,Medium,2022-09-24,2022,9,24
0,29,2,8,1,2,1,0,2,0,0,1,0,1,245.46,2024,December,4,0,10,4,1,Short,2023-03-12,2023,3,12
1,42,0,5,2,0,0,1,2,1,1,0,2,1,216.14,2022,July,21,0,5,2,1,Medium,2022-02-08,2022,2,8
1,205,0,7,1,0,1,1,2,0,0,2,1,2,420.47,2023,November,29,0,7,2,1,Long,2022-12-31,2022,12,31
0,225,1,6,2,0,0,2,0,1,1,1,0,2,257.92,2022,December,28,0,7,2,1,Long,2023-11-05,2023,11,5
0,31,0,6,3,0,0,3,1,1,0,1,2,0,196.48,2024,February,21,1,6,3,1,Medium,2023-07-02,2023,7,2
0,125,1,4,1,0,1,2,2,1,1,2,2,1,121.12,2022,September,30,1,5,2,1,Long,2022-08-29,2022,8,29
1,94,0,6,1,2,0,0,2,1,0,1,0,1,87.17,2024,April,1,1,6,3,1,Long,2023-08-13,2023,8,13
0,1,2,3,1,2,0,0,0,1,1,4,2,1,384.8,2023,May,15,0,5,3,1,Last-Minute,2023-07-27,2023,7,27
0,302,0,9,3,1,1,0,1,0,0,4,2,0,234.47,2023,June,10,0,9,5,1,Long,2022-11-15,2022,11,15
0,98,0,3,3,1,1,3,0,0,1,2,1,1,113.37,2022,November,1,1,3,5,1,Long,2024-10-15,2024,10,15
1,22,0,5,3,1,0,1,1,0,1,4,2,1,464.79,2022,July,2,0,5,4,1,Short,2023-12-22,2023,12,22
1,340,0,4,3,2,1,2,2,1,0,4,2,1,143.77,2024,June,23,0,4,6,1,Long,2024-01-19,2024,1,19
1,217,2,1,1,0,0,0,1,0,1,0,1,0,86.51,2024,February,5,1,3,1,0,Long,2023-01-31,2023,1,31
1,221,0,4,3,0,1,2,0,0,1,2,1,0,121.34,2024,September,6,0,4,4,1,Long,2022-02-04,2022,2,4
0,296,2,5,2,1,1,0,0,0,0,2,2,2,78.74,2022,December,8,0,7,4,1,Long,2022-10-19,2022,10,19
1,297,1,4,2,0,1,2,0,1,0,4,1,1,295.9,2023,July,25,0,5,3,1,Long,2024-10-15,2024,10,15
0,71,2,3,3,2,0,0,2,0,1,0,1,1,88.41,2022,July,21,1,5,5,1,Medium,2024-04-21,2024,4,21
0,166,0,6,3,2,1,1,1,1,1,1,2,1,492.07,2023,September,18,0,6,6,1,Long,2024-05-17,2024,5,17
0,224,1,6,1,2,1,0,2,1,0,1,2,2,477.61,2022,January,17,0,7,4,1,Long,2024-11-23,2024,11,23
0,137,0,6,3,1,1,3,1,1,0,2,0,1,245.03,2023,December,1,0,6,5,1,Long,2024-06-12,2024,6,12
1,209,2,4,1,0,0,1,0,1,1,1,0,0,87.75,2022,November,14,0,6,1,0,Long,2024-12-23,2024,12,23
1,111,2,9,1,1,0,0,0,0,1,1,2,0,474.97,2024,October,22,0,11,2,1,Long,2024-01-06,2024,1,6
1,227,0,8,3,0,0,0,2,1,1,2,2,2,354.24,2023,August,18,0,8,3,1,Long,2022-11-22,2022,11,22
1,232,0,4,3,2,1,0,2,1,0,3,1,1,204.01,2022,December,25,1,4,6,1,Long,2023-09-10,2023,9,10
1,49,1,7,3,0,1,0,0,0,0,4,1,2,240.19,2023,May,5,0,8,4,1,Medium,2024-01-05,2024,1,5
0,330,2,1,1,2,0,1,2,1,0,2,0,0,224.15,2022,March,5,1,3,3,1,Long,2022-08-10,2022,8,10
1,235,1,2,3,1,1,3,0,0,1,2,2,2,372.78,2024,February,20,0,3,5,1,Long,2023-05-11,2023,5,11
1,256,2,4,2,0,0,1,2,0,1,3,1,1,264.72,2022,November,12,1,6,2,1,Long,2024-11-04,2024,11,4
1,199,0,3,1,0,0,1,2,0,1,3,2,2,169.06,2023,October,3,1,3,1,0,Long,2022-09-06,2022,9,6
1,196,1,5,2,1,1,1,0,0,0,1,2,2,299.29,2023,June,22,0,6,4,1,Long,2022-03-14,2022,3,14
0,0,0,2,2,1,1,1,1,0,1,3,0,1,147.6,2023,February,5,0,2,4,1,,2023-09-07,2023,9,7
0,282,0,5,1,1,1,3,2,1,1,0,1,2,60.61,2023,February,13,0,5,3,1,Long,2024-03-09,2024,3,9
0,364,1,1,2,1,1,2,2,0,1,4,0,1,55.87,2022,November,12,1,2,4,1,Long,2024-12-11,2024,12,11
0,188,0,2,1,2,0,0,1,1,1,3,1,2,260.71,2023,December,7,0,2,3,1,Long,2024-08-01,2024,8,1
0,124,2,6,2,1,0,3,1,1,0,2,0,2,165.87,2024,October,16,1,8,3,1,Long,2022-11-10,2022,11,10
1,175,2,8,2,1,1,1,1,1,0,2,0,0,71.16,2022,November,28,0,10,4,1,Long,2022-04-09,2022,4,9
0,278,1,2,1,0,0,0,0,0,0,3,1,1,498.25,2023,September,7,1,3,1,0,Long,2023-06-28,2023,6,28
0,364,1,8,2,1,1,2,2,1,0,3,2,1,474.75,2023,December,2,1,9,4,1,Long,2023-09-14,2023,9,14
0,138,2,7,3,1,0,1,1,1,1,4,1,0,158.66,2023,September,4,1,9,4,1,Long,2024-11-17,2024,11,17
1,355,2,8,1,0,0,1,0,1,1,2,1,2,73.81,2024,June,24,0,10,1,0,Long,2022-09-23,2022,9,23
1,101,2,5,1,1,1,0,1,1,0,0,0,1,189.84,2023,August,8,0,7,3,1,Long,2022-12-12,2022,12,12
0,286,0,6,1,0,1,1,2,1,0,0,0,2,74.45,2023,May,7,0,6,2,1,Long,2023-09-27,2023,9,27
1,310,0,8,1,1,1,0,2,1,0,3,2,2,92.2,2024,August,2,0,8,3,1,Long,2022-11-13,2022,11,13
1,317,1,7,3,1,0,3,0,1,1,0,0,0,186.18,2023,November,10,1,8,4,1,Long,2024-12-20,2024,12,20
0,146,2,4,3,2,0,2,0,1,0,2,0,2,393.4,2024,November,21,0,6,5,1,Long,2022-12-03,2022,12,3
1,351,0,7,2,0,0,2,2,1,1,3,1,1,149.68,2023,January,13,0,7,2,1,Long,2024-10-02,2024,10,2
1,295,1,3,3,1,1,1,0,1,0,1,0,1,486.02,2024,April,4,1,4,5,1,Long,2022-12-19,2022,12,19
1,357,1,5,3,1,1,2,0,0,0,4,1,1,371.99,2024,July,3,0,6,5,1,Long,2023-04-27,2023,4,27
0,272,2,7,3,1,1,3,0,0,0,1,1,1,493.1,2022,March,8,0,9,5,1,Long,2022-06-23,2022,6,23
0,354,0,9,2,0,1,0,1,1,1,4,0,0,328.95,2022,October,23,0,9,3,1,Long,2023-03-13,2023,3,13
0,11,0,7,1,2,0,2,0,0,0,2,0,0,322.42,2024,December,10,0,7,3,1,Short,2023-03-23,2023,3,23
1,142,0,7,3,2,1,0,1,0,1,4,0,2,379.16,2022,January,9,0,7,6,1,Long,2024-10-20,2024,10,20
0,166,0,3,3,2,1,3,1,0,1,1,0,0,416.03,2023,May,15,1,3,6,1,Long,2023-08-25,2023,8,25
1,268,0,3,3,0,0,0,2,1,0,2,1,0,395.56,2023,January,14,1,3,3,1,Long,2023-02-05,2023,2,5
1,93,2,7,1,1,1,0,1,1,1,4,1,1,270.44,2024,August,15,0,9,3,1,Long,2023-12-19,2023,12,19
1,105,2,2,1,0,1,3,2,1,1,3,0,2,303.81,2023,April,9,1,4,2,1,Long,2023-07-05,2023,7,5
0,274,0,1,2,2,0,2,1,0,0,1,1,0,484.24,2022,October,24,1,1,4,1,Long,2023-03-20,2023,3,20
0,200,1,3,3,1,0,3,2,1,0,0,2,0,245.86,2024,November,6,0,4,4,1,Long,2023-02-07,2023,2,7
0,312,2,6,2,0,1,0,2,0,0,2,2,0,465.12,2022,January,15,0,8,3,1,Long,2023-12-12,2023,12,12
0,91,0,9,3,2,0,0,1,0,0,3,2,1,96.0,2023,December,13,0,9,5,1,Long,2024-01-16,2024,1,16
1,235,0,2,1,0,0,3,1,1,1,0,1,2,82.41,2022,January,18,0,2,1,0,Long,2022-10-29,2022,10,29
0,59,0,4,2,2,0,3,1,0,1,1,2,2,199.98,2024,March,8,0,4,4,1,Medium,2024-09-19,2024,9,19
1,234,0,8,3,0,0,2,2,0,1,1,2,2,253.59,2022,January,9,0,8,3,1,Long,2022-01-06,2022,1,6
0,183,1,8,3,0,0,0,0,1,0,3,0,0,110.87,2024,September,9,1,9,3,1,Long,2023-10-17,2023,10,17
0,359,2,3,2,0,0,3,2,1,0,4,1,1,472.11,2022,October,15,0,5,2,1,Long,2023-12-24,2023,12,24
0,232,2,7,2,0,0,1,2,0,1,2,2,0,327.69,2022,September,18,0,9,2,1,Long,2022-05-07,2022,5,7
1,126,1,1,3,2,1,3,0,1,1,1,0,1,90.88,2022,May,8,0,2,6,1,Long,2022-03-16,2022,3,16
1,100,2,3,2,1,1,1,0,0,1,1,2,2,151.38,2024,November,13,0,5,4,1,Long,2023-12-22,2023,12,22
1,134,2,4,1,1,0,2,2,1,1,4,2,1,330.47,2024,October,6,0,6,2,1,Long,2023-06-16,2023,6,16
1,232,2,9,2,0,0,3,1,0,1,4,2,1,190.16,2024,August,30,0,11,2,1,Long,2024-08-28,2024,8,28
1,67,1,1,2,0,1,3,2,0,1,2,1,0,171.66,2023,May,7,0,2,3,1,Medium,2024-11-26,2024,11,26
0,86,0,7,3,2,1,0,0,1,0,3,1,2,430.04,2023,December,4,0,7,6,1,Medium,2024-08-30,2024,8,30
1,235,0,3,1,2,1,0,1,0,0,3,0,1,135.65,2022,October,11,0,3,4,1,Long,2023-09-07,2023,9,7
1,107,1,4,2,2,1,0,0,0,0,4,2,0,441.36,2022,February,30,0,5,5,1,Long,2024-07-24,2024,7,24
1,136,2,2,1,0,0,0,0,0,1,2,1,0,280.88,2023,June,28,1,4,1,0,Long,2024-07-04,2024,7,4
1,264,2,9,2,1,1,2,2,0,0,2,1,0,139.26,2024,October,12,1,11,4,1,Long,2024-09-09,2024,9,9
